,Category,Text
4076,OutOfOffice,I am out of the office this Friday with limited access to emails and calls.
4077,OutOfOffice,"Bit busy till this Sunday, some overseas friends in town, would come back
on all on coming Monday, Regards, stay safe, MM"
4078,SeekingMoreInfo,do you have on line particle counter ?
4079,SeekingMoreInfo,I had reached out on your website and setup an enquiry as well last week. Can we do a quick demo on Monday?
4080,OutOfOffice,"I am out of office till 23rd June.
On Tue, 18 Jun 2019, 2:45 pm"
4081,ConnectLater,"For now we are moving in a different direction. I'll get in touch with you
if we need to procure your services in the future."
4082,Unsubscribed,Please unsubscribe me.
4083,Deactivated,"Many thanks for reaching me and us at KellyOCG, 'I' have moved on from the current role with KellyOCG effective 2nd December' 20 @1800hrs"
4084,Deactivated,As of now we don‚Äôt need any service related to hiring.
4085,OutOfOffice,I will be out of the office through Friday 7/10 with limited access to email. Please excuse any delay in my response during this time.
4086,Deactivated,"First of all sorry for i can't follow you. Actually I am very busy. So I
can not attend any call who unknown person.
Sorry again"
4087,SeekingMoreInfo,"I am Satish, I take care of commercial function (Corporate IT and Consulting) at ZEEL and our HR leader has referred your organization for C2H hiring. I would like to discuss your proposal further and potential business opportunities for mutual benefit. Please let me know the best time connect with you and my calendar is free up to 12:30 PM today."
4088,OutOfOffice,My days of work are Monday to Thursday each week. I will return to the office on Monday.
4089,SeekingMoreInfo,Was it centrifugal compressors oil flushing done in Oman? Who supplied those compressors.
4090,Deactivated,I have left Dubai for France
4091,ReferredSomeone,Please redirect your query to Sarah Howeieson at showieson@tmbank.com.au.
4092,ReferredSomeone,Kindly forward your emails to amandeep@way-2-india.com
4093,ConnectLater,"Thanks for your email. We are currently not in need of this service. Will
surely reached out to you in the near future if there is a need."
4094,SeekingMoreInfo,"I am not sure how did you get my contact.
Did I requested for any Payroll Service or Training from Alchemy ?"
4095,ConnectLater,We have frozen our recruitment temporarily due to less orders for the year 2020 ‚Äì 21 and shall contact you once our business improves.
4096,ConnectLater,lets connect after the lock down in couple of months
4097,AgreedToMeet,My team member shall be there at 5:00 pm today.
4098,OutOfOffice,I am on leave till 25th May 2019 and may not have regular access to emails.  I shall revert to your mails once am back.
4099,OutOfOffice,I will be out of the office today Friday 9/18/2020.
4100,OutOfOffice,I am on annual leave until 30/11/2020
4101,OutOfOffice,I am currently out of office until January 4th.
4102,Deactivated,Craig Silvera is no longer employeed by Transcor Recycling.
4103,OutOfOffice,"Steve Wenzel will be out of the office the week of September 14, back Tuesday morning, 9/22."
4104,OutOfOffice,i'm on annual leave until Monday 17th August
4105,Deactivated,We may not need the services at this stage. Thanks for the follow-up.
4106,ReferredSomeone,"I wanted to inform you that I have changed my primary email address to hitesh_panchal@shinryosuvidha.co.in . Please update my contact information in your address book and direct your messages to my new email address.
Your messages are important to me, thanks for keeping my information up to date."
4107,SeekingMoreInfo,Kindly provide me the contact number for the same!
4108,OutOfOffice,I will be out of the office from 9-16-2020 to 9-21-2020 with very limited access to my emails and cell phone.
4109,OutOfOffice,I am available from Monday to Thursday and have Fridays off. I will be available again on Monday and will then take care of your message.
4110,ReferredSomeone,"May please contact Mr Laxminarayana N, Deputy manager-Boiler maintenance who has interest and using these units ."
4111,ConnectLater,"We are not in planning to implement any ERP or Software for Project this year, we will get back to you if there is any requirement is future."
4112,OutOfOffice,"I am on a personal leave between Mon 24th Aug to Fri 28th Aug, during which I will have limited access to emails and calls; please expect delayed responses."
4113,SeekingMoreInfo,"Thank you for sending but I think it is too much information for me. I would like something more condensed.  I simply don‚Äôt have the time to study all of this.
I appreciate your hard work and see how it could be invaluable for some, but we are a small yard and I don‚Äôt think it would be useful."
4114,AgreedToMeet,"Yes. You can call me tomorrow 10.00 A.M to 12.00 P.M discuss about Farm ERP
regarding."
4115,OutOfOffice,I am on maternity leave.
4116,OutOfOffice,I am currently out of the office.  If you immediate need assitance please contact Alison Hendrick or Bobby Gilbert.
4117,SeekingMoreInfo,"I have no idea what this is about.
Please tell me more."
4118,ConnectLater,"We currently do not have a requirement for any position or requirement.
If there is a requirement at any time in future, we shall contact you."
4119,Deactivated,Thanks for reaching out. We are not looking for new vendor partners now.
4120,SeekingMoreInfo,Harshita -Please send the details for evaluation.
4121,Deactivated,Thank you for contacting Whiting.  David Weber is no longer employed with Whiting.
4122,AgreedToMeet,"I guess my team has already initiated the conversation.
Sunil would reply to below mail and could have a better understanding."
4123,OutOfOffice,"Thank you for your email. I'm currently out of the office until May 4th. Please expect a delay in response.
If this is internal, please reach out to EX Resource Center."
4124,SeekingMoreInfo,"Would like to follow up on our proposed quotation. Have you gone through
our quotation?
Please let us know if you have any questions."
4125,SeekingMoreInfo,"What exactly you required from my end, am not understood why you sending frequent mails and for what regarding ?"
4126,OutOfOffice,"I'm OOO today.
If your message is urgent, please call or text me on +61 423 356 272 and I will respond at the earliest opportunity."
4127,OutOfOffice,I am away from the office. I will try to respond to your email as soon as possible.
4128,Unsubscribed,"We do not have any oil purification system requirement,  the same was already informed to earlier‚Ä¶
Kindly remove my mail ID from your routine mail communications."
4129,OutOfOffice,"Vacation Alert!
Thank you for your email, please note that I will be out of the office with  no access to email as of  Monday August 31st.
I will respond to messages as promptly as possible upon my return on Tuesday September 8th."
4130,ConnectLater,"Already, we are using oil purification unit at our plant. So currently we do not have any requirement
of oil purification unit.
We will contact you whenever we need your help."
4131,Unsubscribed,HI please remove me from your marketing list.
4132,OutOfOffice,"I‚Äôm sending you a quick response, we are away on vacation in Hawaii.  ETA be back in February.  I will research your proposal."
4133,Deactivated,We are a seed breeding company and no interest in a Farm ERP system.
4134,OutOfOffice,"In honor of the 4th of July holiday, I will taking PTO for the next several days."
4135,ConnectLater,"I would like to let you know that I follow Minimac on LinkedIn .I will
contact you as and when required . Kindly don't mail."
4136,AgreedToMeet,"With reference to our telephonic conversation regarding the oil testing
kit, our sales manager Mr. Shubham Thube will soon get in touch with you to
discuss further and send a quotation. We would be glad to serve your
esteemed organization with our offerings."
4137,AgreedToMeet,Great. Let's talk tomorrow
4138,Deactivated,We are currently not outsourcing any requirements.
4139,ConnectLater,We have received your email and we will respond within 24 hours.
4140,OutOfOffice,"As of Thursday 2nd January, I will no longer be working for Bazaarvoice. These emails will not be monitored, so please forward any enquiries to james.hackett@bazaarvoice.com."
4141,SeekingMoreInfo,"We have already spoken, I think.
Please let me know if you are interested in working for 5% of the CTC."
4142,ConnectLater,"Thanks for getting in touch!
One of our Support Specialists will get back to you as soon as possible."
4143,OutOfOffice,I am currently out of the office for the Labor Day weekend.
4144,OutOfOffice,Our offices are closed for the Christmas and New Year period from COB Friday 20th December and re-opening 6th January 2020. Wishing you a very Merry Christmas and a Happy New Year.
4145,Unsubscribed,We are not interested at this time.
4146,Unsubscribed,Thanks- I am not interested.
4147,ConnectLater,but we are currently not looking at any hiring services. We will get in touch if required.
4148,OutOfOffice,I will be out of the office September 18-22. I will respond to messages on my return. There may be a short delay in response time.
4149,AgreedToMeet,"Please refer to your trailing email.
I have been trying to contact you on the telephone no. given in your email. However, the same is coming engaged.
Could you please contact for discussion and further course of action."
4150,Deactivated,We actutally don‚Äôt need any tecnicians or engineers.
4151,ConnectLater,"Actually I‚Äôm based in Barcelona and despite the good the offer is I‚Äôve been
thinking about and I‚Äôm not willing to move back to Germany at the moment.
Anyway I would like to keep in touch with you for farther opportunities in
the future."
4152,AgreedToMeet,call me
4153,OutOfOffice,Kindly note that I am out of office (travelling) and during this period there may be a delay in responding / attending to mails.
4154,Deactivated,I am already using propdial services.
4155,SeekingMoreInfo,"Am I going to have to pay the $899.00 price or can I still get it for
$799.00?"
4156,SeekingMoreInfo,"Let get on a call to understand your services, I have 2 properties in Delhi and Gurgaon for rent.
I would prefer a conference call so that my father can also join."
4157,OutOfOffice,Plant is closed due to COVID19. Response to the mail would be delayed.
4158,SeekingMoreInfo,Not sure if you are offering a SaaS product or Consulting service.
4159,OutOfOffice,I am now out of the business on leave until Tuesday 1st September.
4160,ConnectLater,"We would like to acknowledge that we have received your request and a ticket has been created with Ticket ID - 219915.    A support representative will be reviewing your request and if your message requires a response, they will get back to you in due course."
4161,ConnectLater,"as of now we do not have any such requirement.
Will let you know about such requirement in future, if any."
4162,OutOfOffice,I am currently on annual leave returning on Sunday 16th August. If its urgent please contact Michele Seguy michele.seguy@wyndham.com
4163,SeekingMoreInfo,Okay. Let me know more details on your company
4164,OutOfOffice,unfortunately our Offices are now closed and we will respond to your email when we open again.
4165,OutOfOffice,"I‚Äôm on leave from 3rd Dec 2020 till 07th Dec 2020.
During this period, I‚Äôll have intermittent access to emails."
4166,Unsubscribed,we are not interested please remove us from your mailing list thanks
4167,AgreedToMeet,Confirmed from my end.
4168,OutOfOffice,"I am out of the office starting Friday, October 25 returning on Tuesday, November 5.
I do not have access to email during this time."
4169,OutOfOffice,I am on currently not available in the office
4170,Deactivated,thanks for reaching out. We are not interested.
4171,ConnectLater,I have been re-designated to a different assignment . So won‚Äôt be taking decision regarding oil purification & conditioning as of now.
4172,OutOfOffice,I will be out of the office 7/14 returning 6/20. I will be online parts of the day and will return your message at the earliest possibility.
4173,OutOfOffice,"I will be out of the office Monday, June 29.  If this is urgent, please call my cell 719.252.8346."
4174,ConnectLater,You may please email me in October 2020. Thank you!
4175,Unsubscribed,please dont send any mail
4176,OutOfOffice,"Please note that I will be working remotely.
It is best to reach me by email."
4177,OutOfOffice,The San Diego Toxicology Office is Closed 12/21-12/25.  We will reopen on 12/28.
4178,AgreedToMeet,Let's continue this conversation over a call.
4179,AgreedToMeet,You can call me for further discussion or can send message on whatsapp.
4180,Deactivated,Thank you for your message.  I have officially retired from my role at LRWGroup.  Please  reach out to legal@LRWGroup.com.
4181,SeekingMoreInfo,this is regarding?????
4182,Deactivated,we don't deal with Oil Purification and Conditioning.
4183,OutOfOffice,"I will be on leave from 7th July till 10th July, would not be having
access to my emails, during this time."
4184,ConnectLater,"We will discuss after one month. Let me know minimum cost first by next
email."
4185,Deactivated,"We are not interested yet, due to it‚Äôs not part of our business at the moment."
4186,AgreedToMeet,Lets have a call by 12pm and get this.
4187,AgreedToMeet,"Noted
Will do."
4188,ConnectLater,"I am not interested at this time, I'll contact you later."
4189,OutOfOffice,I'll be out of state on vacation 1/15 - 1/19.
4190,Deactivated,"Currently we're not looking for any lead generation/sales help software.
Thanks for reaching out t TRIOS"
4191,AgreedToMeet,"I would like to schedule a call in regard to plan and understand my visit
to the book Atmantan. Could you please call me today at 3.30 pm or 4 pm
thanks?"
4192,ConnectLater,Presently we do not have any relevant opportunity for an association. Shall connect in the future depending on relevant opportunity.
4193,ConnectLater,‚Ä¶lets connect tomorrow around 12:00 pm to discuss this
4194,Deactivated,Since 20th of december 2019 I am no longer working for the company.
4195,OutOfOffice,"Our offices/operations are closed for Labor Day and I am on vacation for the balance of this week.
I will respond to your email on Monday, September 14th, 2020.
If your matter is urgent, kindly call my cellphone and leave a message."
4196,ConnectLater,"we're not into vendor management as of now.
In case we decide to do so in the future, I shall surely get in touch with
you."
4197,ConnectLater,Thank you for your message. Your message has been received in our general email inbox.  We will respond or route your message as soon as possible.
4198,OutOfOffice,"I am on annual leave and will be back on the Tuesday 15th December. If this is in regards to an urgent matter, please contact Maddie Jahnke at Maddie.Jahnke@pernod-ricard.com. I will do my best to respond promptly to your email when I return."
4199,Deactivated,Your intended email recipient is no longer with Sage Therapeutics.
4200,OutOfOffice,"I will be out of the office with no access to email or voicemail returning on Wednesday, January 13, 2021."
4201,SeekingMoreInfo,"Do let us know if we can add some value added service from our site like campus recruitment free of cost .
You can hire the screen intern from us free of cost ."
4202,Unsubscribed,"Not interested, remove me from your list"
4203,ConnectLater,"Responses Inline.
As discussed, we can do this call at 3pm tomorrow. Please share a calendar
invite for the same"
4204,AgreedToMeet,Please give us your phone no to get in touch
4205,OutOfOffice,"I'm away on personal leave today , 'I' would have no access to emails. PIs expect delay in response.
My Sincere apologies for any inconvenience caused."
4206,SeekingMoreInfo,"I do not know; I have emailed this email onto someone else at the company to ask them your question.
Why?"
4207,OutOfOffice,"Dear Sender, I am currently on leave with very limited access to mail. Please contact the Dulsco switchboard on +9714340660 for assistance"
4208,OutOfOffice,Am on business travel this whole week.
4209,OutOfOffice,"I am currently out of the office for the holiday and then will be in Las Vegas for AWS re:Invent with limited access to email. I will return on Monday, December 9."
4210,Deactivated,"Thanks for reaching out but we're not using the Salesforce Marketing Cloud, we're an Adobe house."
4211,OutOfOffice,Please note that I am out of the office from 28/09/2020 and back on board from 13/10/2019.
4212,ConnectLater,"This is an automated Response ‚Äì DO NOT REPLY
We have received your email request and our staff will respond to your e-mail inquiry as soon as possible.  Our standard email response hours are Monday through Friday 5:00 AM Pacific Time-6:00 PM Pacific Time.  Please note, e-mailing a paper timesheet is not the preferred method for timesheet submission and could cause a delay in processing.  If you are submitting a paper timesheet, please fax it to the toll free number printed on the timesheet to ensure more timely processing."
4213,OutOfOffice,I am out of office 11/26-11/27 with limited email access during this time.
4214,OutOfOffice,"I'm on 'staycation' until Tuesday 18th August.
I have my mobile with me, but no laptop."
4215,OutOfOffice,"Currently I am out of office ,Due to Japan Bank Holidays and then on personal leave , I will respond to your emails once join back."
4216,OutOfOffice,I will be traveling from 1/9 - 1/10 and my response may be delayed. Please call 404 989 7849 or I will respond as soon as possible.
4217,SeekingMoreInfo,"can you do a search for local employee for Vietnam?
The candidate has to be a citizen of Vietnam.
If so, please share charges."
4218,OutOfOffice,I am on vacation today. please expect delayed responce.
4219,Deactivated,"I am not looking for lube oil.So, i am not interested right now."
4220,OutOfOffice,"I will be absent from the office until Ocotber 13, 2020."
4221,Deactivated,"Hello, Grant Kravitz no longer works for PrizeLogic."
4222,AgreedToMeet,Yes I am interested.
4223,ConnectLater,"However we are not currently looking for any software.
In case we change our mind we shall definitely get in touch with you."
4224,Unsubscribed,No Thanks
4225,Unsubscribed,"I am not sure what's being offered here. I didn't sign up or enquire about
any HR agency franchise opportunity. I am not interested in opening a
franchise for HR services."
4226,SeekingMoreInfo,"You reach me at the right time as we are exploring other options for our
offshore devs.
We are willing to spend approximately ~100K a year CAD for a few
developers.  For context, we currently are using someone in east Europe and
we are generally happy with them, however, we have to pay on average $35-37
USD per hour for their effort.  We are looking for a more affordable
solution."
4227,ReferredSomeone,This mailbox is no longer active. Please direct your email to eduardo.rubio@ef.com
4228,OutOfOffice,I am on personal leave on 4th September. Please expect my revert by Monday 7th September.
4229,ReferredSomeone,"Please note that I have transitioned to a new role as of Monday, May 4th.
If your message pertains to Cox Automotive Competition Intelligence, please reach out to Vaughn Marshall (vaughn.marshall@coxautoinc.com) or The Competitive Intelligence Team (competitive.intel@coxautoinc.com).
If you need to reach me specifically and directly, please contact me at tish.harrison@cox.com."
4230,SeekingMoreInfo,"Give me more details about how you deal the properties. I have 2 flats
which are rented out right now.
Give me all the details ."
4231,OutOfOffice,"I am currently out of office, returning January 18. I will respond to your enquiry as soon as possible upon my return.
If the matter is urgent please contact me on 0415 748 450."
4232,OutOfOffice,Kindly note that I am out of office (travelling) and during this period there may be a delay in responding / attending to mails.
4233,Deactivated,"Sorry, I do not want to know more of what you have to offer as we are not any integration or application development this year."
4234,ConnectLater,"I have been receiving mails from you on the subject‚Ä¶ would want to inform you that at the moment we do not have any such need. If in future I need it, will connect with you."
4235,OutOfOffice,I am out office traveling for work through January 4th. I will be delayed in my response.
4236,ConnectLater,Perhaps you tyr to reach out towards end of week and we try to discuss.
4237,ReferredSomeone,Please reach out to Liza.
4238,OutOfOffice,I will be out of my office on vacation until Monday morning.
4239,OutOfOffice,"Iam on leave today,please expect delay in responses."
4240,Deactivated,"Thank you for your email, I think at this time we're not ready to use
7targets' platform given the size of our business."
4241,Deactivated,"Thanks Amruta, but I‚Äôm all good."
4242,OutOfOffice,I am currently out of the office.
4243,OutOfOffice,I am out of the office with no access to email until Monday 14th September 2020 at 12noon.
4244,OutOfOffice,I am unable to respond to you until July 6th.
4245,ConnectLater,"Thank you for your email, our team has received your email and will action it as soon as possible."
4246,OutOfOffice,I will be out of the office on 07/03/2020 and will have limited access to email. I will do my best to respond promptly to your email when I return on 09/03/2020.
4247,ConnectLater,I am not interested in setting up a call at this time but will check in again in the coming months.
4248,OutOfOffice,I'm currently out of the office on holiday till the 2nd Nov 2020 but will be checking emails . I will get back to you asap.
4249,OutOfOffice,"Thank you for your email. I will be out of the office from Monday, 7/20-Friday, 7/25.  Please contact Aaron Lobliner at alobliner@prizelogic.com or Brittney Kirby at bkirby@prizelogic.com if you need anything in my absence.  I look forward to catching up with you when I return."
4250,SeekingMoreInfo,Please send me a sample of your publication.
4251,OutOfOffice,I'm away from my desk between 8th September to 14th September. So I'll be slower than usual to respond to emails.
4252,Deactivated,You have reached a mailbox that is no longer in use with Stanford Health Care.
4253,ConnectLater,"Right now we do not have any position to be worked on. All the positions have been put on hold for last 6-7 months.
May be next FY, some scope will come up."
4254,Deactivated,I am no longer with Sealink
4255,OutOfOffice,"I'm currently out of the office till Monday, August 17th when I will be back in the office."
4256,AgreedToMeet,"Let's connect tomorrow sometime post lunch between 3-5, please feel free to
block the time as to your availability."
4257,ConnectLater,"Regret , our recruitment is still on hold"
4258,OutOfOffice,I am working remotely today. Please call my cell if this is an urgent matter. I will respond to emails as I get them.
4259,ConnectLater,Right now we don‚Äôt have any plans to expand our vendor base.  We have kept your details in our database and surely get in touch with you whenever we have any requirement.
4260,Deactivated,"I am no longer with Slalom, please reach out to Brian Ladyman (brian.ladyman@slalom.com) for any marketing requests."
4261,OutOfOffice,I will be out of office till 1st Jan 2020.
4262,OutOfOffice,I am traveling Wednesday-Friday. Will respond as soon as possible
4263,AgreedToMeet,Sure. Call me at 9am tomorrow.
4264,ConnectLater,"Thank you, I will update you further, once I am ready."
4265,Deactivated,I am leaving my organisationa and hence do not send me any more reminders
4266,ConnectLater,"At present with exiting vendors we are able to manage this our own, in case we need any such support we will contact you."
4267,OutOfOffice,"I am on leave todayt and have limited access to emails.
Hence will not be able to reply your mails Immediately."
4268,OutOfOffice,I am currently working Tuesdays and Thursdays and will respond to all emails as soon as I can.
4269,OutOfOffice,I am out of office through the holidays.
4270,OutOfOffice,"I will be out of the office from 12/23 -1/2/20 for the holidays. If urgent, please call 404 989 7849 or I will respond upon my return."
4271,ConnectLater,"We don't look for anyone at this moment
I shall come to youif needed"
4272,ConnectLater,A call in the new year would be preferred as it is pretty busy now. Perhaps we can schedule something in for the 13th of January?
4273,OutOfOffice,I am currently out of office.
4274,OutOfOffice,"I will be reducing my working hours between 21th August to 31st August. So I'll be slower than usual to respond to emails.
If it's urgent, please call me on +49 (0) 176 7565 8403."
4275,SeekingMoreInfo,Could you please share product details/catalog along with your company profile at my official email id: zahir.dhanse@zahrawigroup.com
4276,Unsubscribed,I am not interested right now.
4277,OutOfOffice,"Please note that I'm out of office returning on 2nd January 2020.
I currently have no/limited access to emails, but I will respond to you as soon as I can when I resume office on 2nd Januray."
4278,OutOfOffice,I am on holidays until the 14th of August and have limited access to email.
4279,OutOfOffice,I will be out of the office Friday 5/22 through Monday 5/25 with no access to email.
4280,OutOfOffice,I am currently out of office and will return your email on my return Monday 9/28.
4281,OutOfOffice,"We received your email request! Someone from our team will get back to
you within the next 72 hours."
4282,ReferredSomeone,Please note my new email id. sunil.jagtap@sumichem.co.in . This change is consequent to the amalgamation of Excel Crop Care Ltd. and Sumitomo Chemical India Ltd.
4283,Unsubscribed,No thank you
4284,Unsubscribed,Sorry I am not interested.
4285,AgreedToMeet,Does 11am sound good?
4286,Unsubscribed,"Thank you, but we are not interested.
Could you remove our account details from your database?"
4287,Unsubscribed,please dont send me this mail again
4288,OutOfOffice,I am out of the office this week for the holidays.
4289,Unsubscribed,"Sorry for not responding your previous emails, we usually trade scrap
only once a year, (1) 20 ft container load,  even though your platform
should be very informative we really donÔøΩt have use for it."
4290,OutOfOffice,Hi I am on leave due to personal work. please expect a dealy in my response.
4291,OutOfOffice,"Thank you for your email. I am currently out of the office with limited access to email. I will return on Tuesday, July 7, 2020."
4292,OutOfOffice,I am out of the office .  I will respond to emails and voicemail when I return.
4293,ConnectLater,"I have already informed you that I have discussed the same to the
management.
I will update you once they confirm."
4294,OutOfOffice,I will be back on the 01.10.2020.
4295,ConnectLater,"Introducing Alex, who is my senior and will connect with Ashish Naidu soon. He can also help your team with any questions and further needs. Could you please share with us the conatct number and email ID of Ashish here.
Thank you and have a great week."
4296,SeekingMoreInfo,"I guess during registration only all things were mentioned . Brand /
Subject etc . Can you work on the sample and share so we can proceed
Which brand do you want to try?: Content Strategi"
4297,OutOfOffice,Im  out of the office until Monday 04th January and will have limited access to email.
4298,ConnectLater,"Thank you for your e-mail / application.
We will revert back to your enquiry in due course."
4299,SeekingMoreInfo,"Yes, please get me a sample."
4300,ReferredSomeone,Please note that effective immediately Dr. Rajiv B. Lall's e-mail address has changed. In order to reach him please ensure that all future mails are addressed to rajiv.lall@idfcinstitute.org
4301,Unsubscribed,"No thank you, please remove me."
4302,OutOfOffice,"Im currently away on  leave, with limited access to email, so I'll respond when I return."
4303,OutOfOffice,I'm currently out of the office and will be returning Monday November 2nd @ 8:00am.
4304,ConnectLater,"For now all our advertising is managed by 3rd party
and hence no plans to integrate AI for ad leads and ad communications
I have kept your details to our records. we shall stay connected"
4305,Unsubscribed,No.
4306,OutOfOffice,I am travelling interstate Thursday 3 and Friday 4 December.  During this time I will have reduced access to email.
4307,OutOfOffice,"I am currently on leave, returning to the office 18 January 2021."
4308,OutOfOffice,I am on PTO today.  My email responses may be delayed.
4309,OutOfOffice,I am on leave and would not have access to emails. Pls. expect a delayed response.
4310,Unsubscribed,"Please remove me from this mail list.
I am unable to unsubscribe."
4311,OutOfOffice,I'm out of the office; if you need assistance please reach out to Monica or Kayli - thanks!!
4312,SeekingMoreInfo,What kind of business will this product be useful for ?
4313,AgreedToMeet,let connect today at 2.00 pm.
4314,ConnectLater,"Currently we already have a payroll system. But we don't mind to know more
about your system. Please share the information with us via email and we'll
study about it.
We are WFH at this moment. I'd like to suggest you to do any
communication via email instead of a phone call."
4315,SeekingMoreInfo,"My name is Dimple, - would like to know more"
4316,OutOfOffice,I‚Äôm currently on annual leave and will be returning on 6th Jan.
4317,OutOfOffice,"OUT OF OFFICE NOTICE
Thank you for your message. I am away from the office on returning Monday, August 31st. Please excuse delays in replying to an email, I will reply to your message as soon as I can."
4318,SeekingMoreInfo,Can you please send us your availability for a quick demo to Ravi Nimmagadda.
4319,SeekingMoreInfo,Could I interest you in a call to learn more about Oil Purification and Conditioning?
4320,OutOfOffice,Please note I am on Diwali vacation from 11th to 16th Nov with no access to mails. Please expect delay in response.
4321,ReferredSomeone,"Please get in touch with our Maintenance Head Mr D Bhattacharjee,"
4322,SeekingMoreInfo,"Hope you are well! Could we get a quick call sometime today to fully
understand your services? Do let me know a good time."
4323,SeekingMoreInfo,I would really like to learn more about FarmERP. How about we connect tomorrow 10am UAE for an introductory call? Let me know if that works or else we can schedule for another time.
4324,OutOfOffice,I‚Äôll be out of the office on vacation untill september 22th.
4325,OutOfOffice,I am out of office on 05.06.2020
4326,SeekingMoreInfo,"This is Ashwini from MagikMinds, I will be looking the recruitments.
Please reach me to discuss further."
4327,Deactivated,Presently there is no requirement as such.
4328,OutOfOffice,Thank you for contacting me.  I am currently out of the office returning Monday 6/22.  I will have access to email while I am out and will get back to you as soon as possible.
4329,Deactivated,"Apart from the job being too far away I don't have any experience of
hydraulics. I'm more electrical biased than mechanical."
4330,Unsubscribed,"Thanks for thinking of us, but this is not on our radar.
Can you please take me off your list?"
4331,Unsubscribed,Not Interested.
4332,OutOfOffice,Hello- I am out of the office with no access to phone or email.
4333,Deactivated,At present we are not looking for ERP.
4334,Unsubscribed,Please delete me from your list
4335,OutOfOffice,"I am on Leave, returning Monday 11th January, 2021."
4336,OutOfOffice,ÔªøI will be out of the office 09/05 and returning 09/14/20.
4337,OutOfOffice,"I am currently on vacation.  I am checking email, but my response will be delayed.
If you need to reach me, please contact my cell phone at +65 8909 4389.  I will be back in the office January 4."
4338,Deactivated,"I am not sure why I have received this email, we have hired a CRM manager who is skilled in marketing cloud a couple of months ago."
4339,Unsubscribed,"No, thankyou"
4340,OutOfOffice,I will be out of the office until Monday November 2nd
4341,Deactivated,We do not trade any scrap metal
4342,OutOfOffice,I am currently only working Tuesdays and Thursdays and will respond to all emails as soon as I can.
4343,AgreedToMeet,please find my contact details below in my signature.
4344,ConnectLater,I have marked this mail to my colleague Pavan Pal who drives our digital initiatives. He will get in touch with you to commence the evaluation process.
4345,Deactivated,"Thank you very much about your email and information on the email and your company.
As You know I can‚Äôt connect together because of sanctions"
4346,OutOfOffice,Please note that our marketing team cannot be reached from 23rd of December 2019 to 6th of January 2020.
4347,AgreedToMeet,Sounds good
4348,OutOfOffice,I am currently out of the office with no access to my emails. I will return to the office on 04.01.2021 Your email hasn‚Äôt been forwarded.
4349,ConnectLater,"We are still interested at the programm.
But at the moment we do not have the time to work on the project.
But I will tell you, as soon as we have some more time for it."
4350,Deactivated,"Please be advised, I have not replied to your email as it was addressed to ‚ÄòBen‚Äô Please take note from my email address that I am clearly not ‚ÄòBen‚Äô this raises concerns over the accuracy of your data."
4351,AgreedToMeet,Ok please communicate
4352,SeekingMoreInfo,Which property you are referring to . Which city are you from ?
4353,ReferredSomeone,Your emails are coming through to our head office generic email address.  If you wish to direct your emails directly to Gavin please contact him directly and ensure he wishes to receive so many emails from you.
4354,SeekingMoreInfo,"Gareth has forwarded me your email regarding recruitment.
I look after recruitment for the company ‚Äì we‚Äôre currently working to 10% of basic salary, 45 days payment terms and 12 weeks full rebate with our current agencies. Is this something you can work to?"
4355,Unsubscribed,No thank you.
4356,Unsubscribed,No
4357,AgreedToMeet,"our interest is mainly focused on handling our farmers remotely and
register every step and every application of fertilizers or
pesticides through the growing and prior to harvesting process.
we can talk further through skype or by phone"
4358,Deactivated,We have no needs going forward as we recently field chapter 11 and are within a few weeks of folding the company.
4359,ConnectLater,I will forward your request to our recruitment team. They will get in touch with you.
4360,SeekingMoreInfo,We'd welcome the opportunity to see the CV so we can identify some options.
4361,OutOfOffice,I am in interivews all day on Monday 23 November 2020 with limited or no access to emails.  I am then on annual leave from Tuesday 24 November 2020 to Monday 30 November 2020 (inclusive).  I will return to work on Tuesday 01 December 2020.
4362,ConnectLater,Can we plan the call next week.
4363,OutOfOffice,"I'm currently out of the office until Monday, 4th May"
4364,OutOfOffice,I‚Äôm sorry to have missed you. I‚Äôm out of the office for a few days with limited email access. I‚Äôll reply upon my return. Thank you.
4365,OutOfOffice,Now I am on leave.After join on duty I will confirm you.
4366,Unsubscribed,"Please do not send me any more mails, we are not interested."
4367,OutOfOffice,"I am currently working from home around the kids (as i'm sure many of you are), so I will get back to you as soon as possible."
4368,OutOfOffice,"I am currently out of the office and will be back on Tuesday, October 13th. For urgent issues, please contact eClinical Solutions helpdesk."
4369,AgreedToMeet,You may call.
4370,AgreedToMeet,We already using the oil filtration and it is not having any issues so we would like to continue with it.
4371,Unsubscribed,Not interested.
4372,Unsubscribed,Please stop sending me such emails.
4373,AgreedToMeet,"I was under the impression that you will discuss with management and then take a call.
Yes, let me call you at 3 pm today."
4374,AgreedToMeet,happy to set-up a call to discuss further.
4375,OutOfOffice,I'm on annual leave until 11 Jan. Please call or message me for anything urgent.
